Molecule ChEMBL ID,Molecular Weight,Smiles,Standard Value,Standard Units,Assay Organism
CHEMBL462407,313.35,C#CC(=O)NCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,,,Escherichia coli
CHEMBL3344288,813.96,CC(C)[C@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)Nc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(=O)N1CCN(c2nsc3ccccc23)CC1,11.0,ug,Escherichia coli
CHEMBL2431389,374.44,Cc1nc2ccccc2n1CCC(=O)NNCc1c(O)ccc2ccccc12,50000.0,nM,Escherichia coli
CHEMBL1650818,439.58,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,1.17,ug.mL-1,Escherichia coli
CHEMBL573498,432.37,C=CCn1c(Cc2csc3nc(-c4ccc(Br)cc4)cn23)n[nH]c1=S,64.0,ug.mL-1,Escherichia coli
CHEMBL262777,1449.27,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,64.0,ug.mL-1,Escherichia coli
CHEMBL3577365,282.34,CC(C)(O)CCC[C@](C)(O)c1ccc(C(=O)O)cc1O,32.0,ug.mL-1,Escherichia coli
CHEMBL1215476,366.35,COc1ccc2c(c1)[nH]c1c2c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c21,100.0,ug.mL-1,Escherichia coli
CHEMBL3559578,597.64,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(-c4cc(C(N)=O)nn4C)c3)CS[C@H]12)c1csc(N)n1,0.049,ug.mL-1,Escherichia coli
CHEMBL562266,388.4,Cc1cn(C[C@H]2CN(c3ccc(N4CCN(C=O)CC4)c(F)c3)C(=O)O2)nn1,64.0,ug.mL-1,Escherichia coli
CHEMBL185413,449.53,CC(=O)Nc1ccc(Sc2ccc(N3C[C@H](C/N=C(/S)NN)OC3=O)cc2F)cc1,16.0,ug.mL-1,Escherichia coli
CHEMBL185295,360.39,CN1CC2CN(c3cc4c(cc3F)c(=O)n(O)c(=O)n4C3CC3)CC2C1,1.0,ug.mL-1,Escherichia coli
CHEMBL376140,585.66,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.25,ug.mL-1,Escherichia coli
CHEMBL1440,444.44,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,4.0,ug.mL-1,Escherichia coli
CHEMBL502601,1335.53,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC1=O,1.0,ug.mL-1,Escherichia coli
CHEMBL552067,402.43,CC(=O)N1CCN(c2ccc(N3C[C@H](Cn4cc(C)nn4)OC3=O)cc2F)CC1,64.0,ug.mL-1,Escherichia coli
CHEMBL374478,822.95,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.25,ug.mL-1,Escherichia coli
CHEMBL541986,298.34,COc1cc2c(cc(OC)c3cc(C)c(O)cc32)c(C)c1O,50.0,ug.mL-1,Escherichia coli
CHEMBL3609579,348.33,C[C@H]1COc2c(N3CC[C@H](O)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0625,ug.mL-1,Escherichia coli
CHEMBL1730,455.47,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,256.0,ug.mL-1,Escherichia coli
CHEMBL1359,475.52,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,0.25,ug.mL-1,Escherichia coli
CHEMBL3605123,565.65,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCCCCO)nc56)(CC3)OC4)nc2N1,8.0,ug.mL-1,Escherichia coli
CHEMBL558603,396.52,Cc1n[nH]cc1/C=N/n1c(-c2ccccc2)nn(CN2CCN(C)CC2)c1=S,6.0,ug.mL-1,Escherichia coli
CHEMBL1436,424.39,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,500.0,ug.mL-1,Escherichia coli
CHEMBL388933,441.54,CCSc1ccc(OCc2nnc3n2N=C(NC(=O)c2ccccc2O)CS3)cc1,6.25,ug.mL-1,Escherichia coli
CHEMBL230628,485.57,COc1ccc2nccc(-n3cc4c(n3)CCC(NC(=O)c3ccc5c(c3)NC(=O)CS5)C4)c2c1,4.0,ug.mL-1,Escherichia coli
CHEMBL230525,428.49,COc1ccc2nccc(-n3ncc4c3CCN(Cc3ccc5c(c3)OCCO5)C4)c2c1,128.0,ug.mL-1,Escherichia coli
CHEMBL390413,382.51,CCSc1ccc(OCc2nnc3sc(-c4ccc(C)cc4)nn23)cc1,6.25,ug.mL-1,Escherichia coli
CHEMBL158,435.44,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.5,ug.mL-1,Escherichia coli
CHEMBL127,383.47,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.023,ug.mL-1,Escherichia coli
CHEMBL1296,525.64,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,8.0,ug.mL-1,Escherichia coli
CHEMBL1434,457.48,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.0,ug.mL-1,Escherichia coli
CHEMBL186,480.57,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,2.0,ug.mL-1,Escherichia coli
CHEMBL498281,448.56,C=C(C(CC1OC1(C)C)OC(=O)/C(C)=C\C)[C@H]1C[C@H]2O[C@@]2(C)[C@H](OC(=O)/C(C)=C\C)[C@@H]1O,62.5,ug.mL-1,Escherichia coli
CHEMBL492618,290.27,Cc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@@H](O)[C@@H](O)[C@@H](O)C1,16.0,ug.mL-1,Escherichia coli
CHEMBL4173433,184.16,CC(NN)=C1C(=O)NC(=O)NC1=O,200000.0,nM,Escherichia coli ATCC 25922
CHEMBL2392511,338.83,CCC12C=CC(O1)C(C(=O)c1ccccc1)C2c1ccccc1Cl,1250.0,ug.mL-1,Escherichia coli
CHEMBL4172088,463.09,CCCCCCCC[N+](C)(C)CC(=O)Nc1ccc(C(=O)/C=C/c2cccs2)cc1.[Cl-],2.0,ug.mL-1,Escherichia coli
CHEMBL4174313,1570.96,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCCN)[C@@H](C)CC)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,8000.0,nM,Escherichia coli
CHEMBL4167085,1565.08,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,4000.0,nM,Escherichia coli
CHEMBL148,299.35,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,0.19,ug.mL-1,Escherichia coli
CHEMBL569459,324.42,CC(=O)N[C@@H]1[C@@H](SC(=S)N(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O,100.0,ug.mL-1,Escherichia coli
CHEMBL8,331.35,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,167.7,ug.mL-1,Escherichia coli
CHEMBL2425532,381.39,CCOC(=O)c1c(-c2ccc(OC)cc2)cc(-c2ccc[nH]2)c([N+](=O)[O-])c1N,20.0,ug.mL-1,Escherichia coli
CHEMBL3093089,372.27,O/N=C/c1n(Cc2ccccc2)cc[n+]1Cc1ccccc1.[Br-],100.0,ug.mL-1,Escherichia coli
CHEMBL186,480.57,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,0.094,ug.mL-1,Escherichia coli
CHEMBL4471867,571.04,N#Cc1ccc(/C=C/c2nc3ccc(OCc4cn(-c5cccc(Cl)c5)nn4)cc3c(=O)n2Cc2ccccc2)cc1,64.0,ug.mL-1,Escherichia coli
CHEMBL4290203,1282.69,CC(C)[C@@H]1NC(=O)C2=CC3=C4CCCC4=C4C=C(S[C@]4(C)[C@@]3(C)S2)C(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H]([C@H](O)C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN)NC1=O,100000.0,nM,Escherichia coli
CHEMBL44354,546.59,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,2.0,ug.mL-1,Escherichia coli
CHEMBL33,361.37,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.03,ug.mL-1,Escherichia coli
CHEMBL4206882,502.49,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1Cn1cnnc1)c1csc(N)n1)C(=O)O,1.0,ug.mL-1,Escherichia coli
CHEMBL4209043,550.53,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CN1C[C@@H](CO)OC1=O)c1csc(N)n1)C(=O)O,32.0,ug.mL-1,Escherichia coli
CHEMBL4203555,295.31,NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,256.0,ug.mL-1,Escherichia coli
CHEMBL4213957,369.42,CCNCc1cc2cc(-c3[nH]c(=O)c(C(=O)O)c(O)c3CC)ccc2n1C,1.6,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL2430472,491.94,N#Cc1c(-c2ccc(O)cc2)cc(-c2nc3ccccc3[nH]2)nc1N1C(=O)C(Cl)C1c1ccccc1,250.0,ug.mL-1,Escherichia coli
CHEMBL3629252,412.34,N=C(N)N/N=C/c1cn(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nc1-c1ccc(F)cc1,8.0,ug.mL-1,Escherichia coli
CHEMBL3621426,291.18,N#CCN(Cc1ccc(Cl)c(Cl)c1)c1ccccc1,256.0,ug.mL-1,Escherichia coli
CHEMBL3621427,240.28,N#CCN(Cc1ccccc1F)c1ccccc1,128.0,ug.mL-1,Escherichia coli
CHEMBL3039597,1390.73,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,12.5,ug.mL-1,Escherichia coli
CHEMBL4526722,528.63,O=C(O)CC1(CNCCN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)CCCCC1,3700.0,nM,Escherichia coli
CHEMBL64,137.14,NNC(=O)c1ccncc1,,,Escherichia coli
CHEMBL1824044,467.53,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,100.0,nM,Escherichia coli
CHEMBL3249269,727.25,Cc1cc(OCCCCCCCCCCCC[N+](C)(C)Cc2ccc(Br)o2)c(C(C)C)cc1Cl.Cc1ccc(S(=O)(=O)[O-])cc1,200.0,ug.mL-1,Escherichia coli
CHEMBL4451984,369.34,COCc1cn(C[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)[O-])nn1.[Na+],128.0,ug.mL-1,Escherichia coli
CHEMBL457288,481.17,Nn1c(SCC(=O)Nc2c(Cl)cccc2Cl)nnc1-c1cc(F)c(Cl)cc1Cl,12.5,ug.mL-1,Escherichia coli
CHEMBL617,396.45,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,12500.0,nM,Escherichia coli
CHEMBL4438909,524.39,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)O[C@@]1(CCc2cc4cc(C(=O)O)oc(=O)c4c(O)c2O1)[C@H]3O,100.0,ug.mL-1,Escherichia coli
CHEMBL4468900,381.89,NC[C@@H](c1ccccc1)n1cnc2c(-c3ccccc3Cl)csc2c1=O,16.0,ug.mL-1,Escherichia coli
CHEMBL4457236,543.98,CC1=CC(C)=C(C(=O)O)C2=N[N+]3(CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CN12.[Cl-],8.0,ug.mL-1,Escherichia coli
CHEMBL4099112,353.37,COc1cc(C=O)c2c(c1O)CN1CCc3cc4c(cc3C1C2)OCO4,256.0,ug.mL-1,Escherichia coli
CHEMBL4543053,400.51,COc1ccc(Cn2cc(CN3c4ccccc4Sc4ccccc43)nn2)cc1,25.0,ug.mL-1,Escherichia coli
CHEMBL4515718,325.28,O=C1N2C[C@@H](CC[C@H]2Cn2nccn2)N1OS(=O)(=O)[O-].[Na+],32.0,ug.mL-1,Escherichia coli
CHEMBL376140,585.66,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0.12,ug.mL-1,Escherichia coli
CHEMBL459629,432.72,Clc1cc(Cl)c(Cl)c(-c2nnc3sc(-c4cccc5cnccc45)nn23)c1,12.0,ug.mL-1,Escherichia coli
CHEMBL4539361,415.48,O=[N+]([O-])c1ccc(Cn2cc(CN3c4ccccc4Sc4ccccc43)nn2)cc1,50.0,ug.mL-1,Escherichia coli
CHEMBL2253392,356.96,CCCC[P+](CCCC)(CCCC)Cc1ccc(CC)cc1.[Cl-],200.0,ug.mL-1,Escherichia coli
CHEMBL2253487,603.49,CCCCCCCCCCCCCCCCCC[P+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-],200.0,ug.mL-1,Escherichia coli
CHEMBL4215096,397.43,CC(C)NCc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,2.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL458392,426.3,Cc1ccc(NC(=O)CSc2nnc(-c3cc(F)c(Cl)cc3Cl)n2N)cc1,6.25,ug.mL-1,Escherichia coli
CHEMBL186,480.57,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,1.0,ug.mL-1,Escherichia coli
CHEMBL1825008,345.39,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(O)cc1,125.0,ug.mL-1,Escherichia coli
CHEMBL457615,698.96,COC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c(C(C)(C)C)[nH]c2c(C(C)(C)C)cc(C(C)(C)C)cc12)NC(=O)[C@@H](N)CCCNC(=N)N,29000.0,nM,Escherichia coli
CHEMBL506047,683.95,CC(C)(C)c1cc(C(C)(C)C)c2[nH]c(C(C)(C)C)c(C[C@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)c2c1,88000.0,nM,Escherichia coli
CHEMBL284957,652.6,Br.Br.c1cn(CCCCCCCCCCn2ccc(=NC3CCCCC3)cc2)ccc1=NC1CCCCC1,15.6,ug.mL-1,Escherichia coli
CHEMBL251479,339.48,CCCCCCC/C(C)=C/C(=O)CC(=N)OC(CCCC)C(=O)O,32.0,ug.mL-1,Escherichia coli
CHEMBL1730,455.47,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,64.0,ug.mL-1,Escherichia coli
CHEMBL175210,411.48,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C4CC(CO)=NO4)C3)[C@H](C)[C@H]12,0.025,ug.mL-1,Escherichia coli
CHEMBL121955,375.36,NCC1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C/C1=N\O,0.13,ug.mL-1,Escherichia coli
CHEMBL49197,382.4,C=CCOC(=O)CNN1CC(NC(=O)/C(=N/OC)c2csc(N)n2)C1=O,8.0,ug.mL-1,Escherichia coli
CHEMBL1730,455.47,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,1.0,ug.mL-1,Escherichia coli
CHEMBL3350467,739.79,CS(=O)(=O)O.CS(=O)(=O)O.Clc1ccc(N=c2ccn(CCCCCCCCCCn3ccc(=Nc4ccc(Cl)cc4)cc3)cc2)cc1,0.8,ug.mL-1,Escherichia coli
CHEMBL2030351,236.27,NC(=O)c1cnc(OC2CCCCC2)nc1N,9800.0,nM,Escherichia coli
CHEMBL4103706,1096.37,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCc3cn(Cc4ccccc4)nn3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccccc2)[C@]1(C)O,16.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL2030352,250.3,C[C@H]1CCCC[C@H]1Oc1ncc(C(N)=O)c(N)n1,3100.0,nM,Escherichia coli
CHEMBL4065174,1195.29,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](OC(=O)NCc3cn(Cc4c(Cl)cccc4Cl)nn3)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](OC(=O)NCc2ccc(OC)cc2)[C@]1(C)O,16.0,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL450798,256.3,C#CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,500000.0,nM,Escherichia coli
CHEMBL450798,256.3,C#CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,500000.0,nM,Escherichia coli
CHEMBL4170552,922.91,CC(C)C(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1COC(=O)CNC(=O)c1cc(=O)c(OC(c2ccccc2)c2ccccc2)cn1O)c1csc(N)n1)c1cc(=O)c(O)cn1O,4.0,ug.mL-1,Escherichia coli
CHEMBL4164311,584.63,CC(C)C(O/N=C(\C(=O)NC1C(=O)N(S(=O)(=O)O)C12CCCCC2)c1csc(N)n1)c1cc(=O)c(O)cn1O,8.0,ug.mL-1,Escherichia coli
CHEMBL4162805,556.58,CC(C)C(O/N=C(\C(=O)NC1C(=O)N(S(=O)(=O)O)C12CCC2)c1csc(N)n1)c1cc(=O)c(O)cn1O,4.0,ug.mL-1,Escherichia coli
CHEMBL4173617,564.99,CC(C)C(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CCl)c1csc(N)n1)c1cc(=O)c(O)cn1O,0.25,ug.mL-1,Escherichia coli
CHEMBL2035175,371.46,COc1ccc2c(c1)SC1(c3ccc(C)cc3)C(=O)c3ccccc3C1=N2,4200.0,nM,Escherichia coli
CHEMBL4462227,451.69,OC[C@H]1O[C@H](Oc2cc(Cl)ccc2Oc2ccc(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@H]1O,16.0,ug.mL-1,Escherichia coli
CHEMBL4225975,329.36,Cc1ccc2c(c1)N/C(=C\C(=O)c1cccc3ccccc13)C(=O)O2,,,Escherichia coli
CHEMBL2040928,518.45,Cc1ccc2nc(Cl)c(C3C(C#N)=C(N)N(Nc4ccc(Cl)cc4)C4=C3C(=O)CC(C)(C)C4)cc2c1,100.0,ug.mL-1,Escherichia coli
CHEMBL3350722,2360.71,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CN)[C@@H](C)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)O)C(C)C,2000.0,nM,Escherichia coli
CHEMBL174,349.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,100.0,ug.mL-1,Escherichia coli
CHEMBL366566,594.53,COC(=O)c1cc2cc3c(c(O)c2c(=O)o1)OC1(CC2=C(O1)C(=O)c1c(O)c(NCCN(C)C)cc(O)c1C2=O)CC3O,128.0,ug.mL-1,Escherichia coli
CHEMBL1082,365.41,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,4000.0,ug.mL-1,Escherichia coli
CHEMBL4077261,371.44,CCc1c(-c2ccc(N3CCC(N(C)C)C3)cc2)[nH]c(=O)c(C(=O)O)c1O,3.1,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL4216572,385.45,CNCc1cc2cc3c(cc2n1C)SCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.49,ug.mL-1,Escherichia coli
CHEMBL4559379,400.48,O=C1N[C@H](Cc2ccc(OCc3ccccc3)cc2)C(=O)N[C@@H]1Cc1ccccc1,192.0,ug.mL-1,Escherichia coli
CHEMBL2296682,547.64,O=C1S/C(=C\c2ccc(S(=O)(=O)Nc3nc(-c4ccccc4)cs3)cc2)C(=O)N1C(=O)c1ccccc1,62.5,ug.mL-1,Escherichia coli
CHEMBL4225749,416.39,O=C1NC(=O)C2(Cc3cc(N4C[C@H](CO)OC4=O)ccc3N3CCOCC32)C(=O)N1,32.0,ug.mL-1,Escherichia coli str. K-12 substr. MG1655
CHEMBL3244613,291.26,CCCOn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,100.0,ug.mL-1,Escherichia coli
CHEMBL4075156,502.49,CC1(C)[C@H](NC(=O)/C(=N\OCc2ccn(O)c(=O)c2)c2csc(N)n2)C(=O)N1OS(=O)(=O)O,0.25,ug.mL-1,Escherichia coli
CHEMBL4077226,383.45,CCc1c(-c2ccc(N3C[C@H]4[C@H](N(C)C)[C@H]4C3)cc2)[nH]c(=O)c(C(=O)O)c1O,12.5,ug.mL-1,Escherichia coli ATCC 25922
CHEMBL81833,384.43,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CNCCc1ccc(O)c(O)c1,128.0,ug.mL-1,Escherichia coli
CHEMBL1910219,367.41,COc1ccc(C2C3Cc4cc(OC)c(OC)cc4C3=NN2C(N)=O)cc1,32.0,ug.mL-1,Escherichia coli
CHEMBL561,351.35,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,2.0,ug.mL-1,Escherichia coli
CHEMBL2203932,544.53,COc1c(NC(=O)[C@H]2CC[C@H](COc3cccc(F)c3F)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,32.0,ug.mL-1,Escherichia coli
CHEMBL4436352,441.35,Br.COc1cccc(-c2cn3nc(-c4cn(C)c5ccccc45)sc3n2)c1,100.0,ug.mL-1,Escherichia coli
CHEMBL4439509,550.28,Br.COc1ccc(OC)c(-c2cn3nc(-c4cn(C)c5ccc(Br)cc45)sc3n2)c1,100.0,ug.mL-1,Escherichia coli
CHEMBL4551466,382.38,CN(C)Cc1cn(C[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)[O-])nn1.[Na+],0.5,ug.mL-1,Escherichia coli
CHEMBL4448657,449.74,Br.Fc1ccc(-c2cn3nc(-c4c[nH]c5ccc(Cl)cc45)sc3n2)cc1,100.0,ug.mL-1,Escherichia coli
CHEMBL3245222,551.68,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCc4ccccc4)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0.75,ug.mL-1,Escherichia coli
CHEMBL3247341,407.41,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSCC#N)[C@H]2SC1.[Na+],6.3,ug.mL-1,Escherichia coli
CHEMBL3236519,430.5,CCOC(=O)[C@]12CO[C@H](C(C)(C)C)N1C(=O)/C(=C(\C)NCCOc1ccccc1)C2=O,32.0,ug.mL-1,Escherichia coli
CHEMBL4535159,214.05,C[Si]1(C)OB(O)c2ccc(F)c(F)c21,400.0,ug.mL-1,Escherichia coli
